2026-07-14 07:58:55 | INFO     | root | Logging initialized -> console + logs/app-2026-07-14.log
2026-07-14 08:11:54 | DEBUG    | httpcore.connection | close.complete
2026-07-14 08:11:54 | INFO     | app.services.RetrievalService | Retrieved 5 chunks
2026-07-14 08:11:54 | INFO     | app.providers.OllamaLLMProvider | Generating response using model 'mistral'
2026-07-14 08:11:54 | DEBUG    | httpcore.connection | connect_tcp.started host='localhost' port=11434 local_address=None timeout=120.0 socket_options=None
2026-07-14 08:11:54 | DEBUG    | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000215C5AB6520>
2026-07-14 08:11:54 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-07-14 08:11:54 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-07-14 08:11:54 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-07-14 08:11:54 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-07-14 08:11:54 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-07-14 08:12:19 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Tue, 14 Jul 2026 07:12:19 GMT'), (b'Transfer-Encoding', b'chunked')])
2026-07-14 08:12:19 | INFO     | httpx | HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2026-07-14 08:12:19 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-07-14 08:12:19 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-07-14 08:12:19 | DEBUG    | httpcore.http11 | response_closed.started
2026-07-14 08:12:19 | DEBUG    | httpcore.http11 | response_closed.complete
2026-07-14 08:12:19 | INFO     | app.services.chat_service | Chat completed in 25.28 seconds (tool_used=False)
2026-07-14 08:12:19 | INFO     | app.http | <<< POST /chat -> 200 (25299.95ms)
2026-07-14 08:15:36 | INFO     | app.http | >>> POST /chat from 127.0.0.1
2026-07-14 08:15:36 | INFO     | app.services.embedding | Embedding service initialized with provider: OllamaEmbeddingProvider
2026-07-14 08:15:36 | INFO     | app.services.chat_service | Processing chat request
2026-07-14 08:15:36 | INFO     | app.services.RetrievalService | Searching collection 'ecom_documents' for: check my order's status with id 4
2026-07-14 08:15:36 | DEBUG    | app.services.embedding | Embedding single text (33 chars)
2026-07-14 08:15:36 | DEBUG    | app.providers.ollama | Requesting embedding from Ollama (model=nomic-embed-text)
2026-07-14 08:15:36 | DEBUG    | httpcore.connection | connect_tcp.started host='localhost' port=11434 local_address=None timeout=30.0 socket_options=None
2026-07-14 08:15:36 | DEBUG    | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000215C60283E0>
2026-07-14 08:15:36 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-07-14 08:15:36 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-07-14 08:15:36 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-07-14 08:15:36 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-07-14 08:15:36 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Tue, 14 Jul 2026 07:15:37 GMT'), (b'Transfer-Encoding', b'chunked')])
2026-07-14 08:15:37 | INFO     | httpx | HTTP Request: POST http://localhost:11434/api/embeddings "HTTP/1.1 200 OK"
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | response_closed.started
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | response_closed.complete
2026-07-14 08:15:37 | DEBUG    | app.providers.ollama | Embedding received: 768 dimensions
2026-07-14 08:15:37 | DEBUG    | httpcore.connection | close.started
2026-07-14 08:15:37 | DEBUG    | httpcore.connection | close.complete
2026-07-14 08:15:37 | INFO     | app.services.RetrievalService | Retrieved 5 chunks
2026-07-14 08:15:37 | INFO     | app.providers.OllamaLLMProvider | Generating response using model 'mistral'
2026-07-14 08:15:37 | DEBUG    | httpcore.connection | connect_tcp.started host='localhost' port=11434 local_address=None timeout=120.0 socket_options=None
2026-07-14 08:15:37 | DEBUG    | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000215C6021490>
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-07-14 08:15:37 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-07-14 08:15:50 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Tue, 14 Jul 2026 07:15:50 GMT'), (b'Transfer-Encoding', b'chunked')])
2026-07-14 08:15:50 | INFO     | httpx | HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2026-07-14 08:15:50 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-07-14 08:15:50 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-07-14 08:15:50 | DEBUG    | httpcore.http11 | response_closed.started
2026-07-14 08:15:50 | DEBUG    | httpcore.http11 | response_closed.complete
2026-07-14 08:15:50 | INFO     | app.services.chat_service | Chat completed in 14.06 seconds (tool_used=False)
2026-07-14 08:15:50 | INFO     | app.http | <<< POST /chat -> 200 (14076.46ms)
2026-07-14 08:19:34 | INFO     | root | Logging initialized -> console + logs/app-2026-07-14.log
2026-07-14 08:19:34 | INFO     | app | AI Ecommerce service started
2026-07-14 08:19:34 | DEBUG    | asyncio | Using proactor: IocpProactor
2026-07-14 08:19:49 | INFO     | app.http | >>> POST /chat from 127.0.0.1
2026-07-14 08:19:49 | INFO     | app.services.embedding | Embedding service initialized with provider: OllamaEmbeddingProvider
2026-07-14 08:19:49 | DEBUG    | chromadb.config | Starting component System
2026-07-14 08:19:49 | DEBUG    | chromadb.config | Starting component Posthog
2026-07-14 08:19:50 | INFO     | app.services.chat_service | Processing chat request
2026-07-14 08:19:50 | INFO     | app.services.RetrievalService | Searching collection 'ecom_documents' for: what is the status of order 4
2026-07-14 08:19:50 | DEBUG    | app.services.embedding | Embedding single text (29 chars)
2026-07-14 08:19:50 | DEBUG    | app.providers.ollama | Requesting embedding from Ollama (model=nomic-embed-text)
2026-07-14 08:19:50 | DEBUG    | httpcore.connection | connect_tcp.started host='localhost' port=11434 local_address=None timeout=30.0 socket_options=None
2026-07-14 08:19:50 | DEBUG    | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020D70FB70E0>
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Tue, 14 Jul 2026 07:19:50 GMT'), (b'Transfer-Encoding', b'chunked')])
2026-07-14 08:19:50 | INFO     | httpx | HTTP Request: POST http://localhost:11434/api/embeddings "HTTP/1.1 200 OK"
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | response_closed.started
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | response_closed.complete
2026-07-14 08:19:50 | DEBUG    | app.providers.ollama | Embedding received: 768 dimensions
2026-07-14 08:19:50 | DEBUG    | httpcore.connection | close.started
2026-07-14 08:19:50 | DEBUG    | httpcore.connection | close.complete
2026-07-14 08:19:50 | INFO     | app.services.RetrievalService | Retrieved 5 chunks
2026-07-14 08:19:50 | INFO     | app.providers.OllamaLLMProvider | Generating response using model 'mistral'
2026-07-14 08:19:50 | DEBUG    | httpcore.connection | connect_tcp.started host='localhost' port=11434 local_address=None timeout=120.0 socket_options=None
2026-07-14 08:19:50 | DEBUG    | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020D70F73ED0>
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-07-14 08:19:50 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Tue, 14 Jul 2026 07:20:06 GMT'), (b'Transfer-Encoding', b'chunked')])
2026-07-14 08:20:06 | INFO     | httpx | HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | response_closed.started
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | response_closed.complete
2026-07-14 08:20:06 | INFO     | app.services.chat_service | Tool detected: get_order_status(customer=6, order=4)
2026-07-14 08:20:06 | INFO     | app.services.tool_executor | Calling Laravel: get_order_status(customer=6, order=4)
2026-07-14 08:20:06 | DEBUG    | httpcore.connection | connect_tcp.started host='127.0.0.1' port=8000 local_address=None timeout=30.0 socket_options=None
2026-07-14 08:20:06 | DEBUG    | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000020D70FFDD10>
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | send_request_headers.complete
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | send_request_body.complete
2026-07-14 08:20:06 | DEBUG    | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-07-14 08:20:07 | DEBUG    | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 404, b'Not Found', [(b'Host', b'127.0.0.1:8000'), (b'Connection', b'close'), (b'X-Powered-By', b'PHP/8.2.12'), (b'Cache-Control', b'no-cache, private'), (b'Date', b'Tue, 14 Jul 2026 07:20:07 GMT'), (b'Content-Type', b'application/json'), (b'Access-Control-Allow-Origin', b'*')])
2026-07-14 08:20:07 | INFO     | httpx | HTTP Request: POST http://127.0.0.1:8000/api/ai/orders/status "HTTP/1.1 404 Not Found"
2026-07-14 08:20:07 | DEBUG    | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-07-14 08:20:07 | DEBUG    | httpcore.http11 | receive_response_body.complete
2026-07-14 08:20:07 | DEBUG    | httpcore.http11 | response_closed.started
2026-07-14 08:20:07 | DEBUG    | httpcore.http11 | response_closed.complete
2026-07-14 08:20:07 | ERROR    | app.services.tool_executor | Laravel API error: 404 - {
    "message": "order not found or does not belongs to this customer.",
    "exception": "Symfony\\Component\\HttpKernel\\Exception\\NotFoundHttpException",
    "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Foundation\\Exceptions\\Handler.php",
    "line": 668,
    "trace": [
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Foundation\\Exceptions\\Handler.php",
            "line": 616,
            "function": "prepareException",
            "class": "Illuminate\\Foundation\\Exceptions\\Handler",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Routing\\Pipeline.php",
            "line": 51,
            "function": "render",
            "class": "Illuminate\\Foundation\\Exceptions\\Handler",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Pipeline\\Pipeline.php",
            "line": 182,
            "function": "handleException",
            "class": "Illuminate\\Routing\\Pipeline",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Routing\\Middleware\\SubstituteBindings.php",
            "line": 50,
            "function": "Illuminate\\Pipeline\\{closure}",
            "class": "Illuminate\\Pipeline\\Pipeline",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Pipeline\\Pipeline.php",
            "line": 219,
            "function": "handle",
            "class": "Illuminate\\Routing\\Middleware\\SubstituteBindings",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Pipeline\\Pipeline.php",
            "line": 137,
            "function": "Illuminate\\Pipeline\\{closure}",
            "class": "Illuminate\\Pipeline\\Pipeline",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Routing\\Router.php",
            "line": 821,
            "function": "then",
            "class": "Illuminate\\Pipeline\\Pipeline",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Routing\\Router.php",
            "line": 800,
            "function": "runRouteWithinStack",
            "class": "Illuminate\\Routing\\Router",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Routing\\Router.php",
            "line": 764,
            "function": "runRoute",
            "class": "Illuminate\\Routing\\Router",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Routing\\Router.php",
            "line": 753,
            "function": "dispatchToRoute",
            "class": "Illuminate\\Routing\\Router",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Foundation\\Http\\Kernel.php",
            "line": 200,
            "function": "dispatch",
            "class": "Illuminate\\Routing\\Router",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Pipeline\\Pipeline.php",
            "line": 180,
            "function": "Illuminate\\Foundation\\Http\\{closure}",
            "class": "Illuminate\\Foundation\\Http\\Kernel",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Foundation\\Http\\Middleware\\TransformsRequest.php",
            "line": 21,
            "function": "Illuminate\\Pipeline\\{closure}",
            "class": "Illuminate\\Pipeline\\Pipeline",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Foundation\\Http\\Middleware\\ConvertEmptyStringsToNull.php",
            "line": 31,
            "function": "handle",
            "class": "Illuminate\\Foundation\\Http\\Middleware\\TransformsRequest",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Pipeline\\Pipeline.php",
            "line": 219,
            "function": "handle",
            "class": "Illuminate\\Foundation\\Http\\Middleware\\ConvertEmptyStringsToNull",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Foundation\\Http\\Middleware\\TransformsRequest.php",
            "line": 21,
            "function": "Illuminate\\Pipeline\\{closure}",
            "class": "Illuminate\\Pipeline\\Pipeline",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Foundation\\Http\\Middleware\\TrimStrings.php",
            "line": 51,
            "function": "handle",
            "class": "Illuminate\\Foundation\\Http\\Middleware\\TransformsRequest",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Pipeline\\Pipeline.php",
            "line": 219,
            "function": "handle",
            "class": "Illuminate\\Foundation\\Http\\Middleware\\TrimStrings",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Http\\Middleware\\ValidatePostSize.php",
            "line": 27,
            "function": "Illuminate\\Pipeline\\{closure}",
            "class": "Illuminate\\Pipeline\\Pipeline",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Pipeline\\Pipeline.php",
            "line": 219,
            "function": "handle",
            "class": "Illuminate\\Http\\Middleware\\ValidatePostSize",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Foundation\\Http\\Middleware\\PreventRequestsDuringMaintenance.php",
            "line": 109,
            "function": "Illuminate\\Pipeline\\{closure}",
            "class": "Illuminate\\Pipeline\\Pipeline",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Pipeline\\Pipeline.php",
            "line": 219,
            "function": "handle",
            "class": "Illuminate\\Foundation\\Http\\Middleware\\PreventRequestsDuringMaintenance",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Http\\Middleware\\HandleCors.php",
            "line": 74,
            "function": "Illuminate\\Pipeline\\{closure}",
            "class": "Illuminate\\Pipeline\\Pipeline",
            "type": "->"
        },
        {
            "file": "C:\\Users\\tmi\\Desktop\\sumer_2026\\Ai\\ecom\\ecom\\vendor\\laravel\\framework\\src\\Illuminate\\Pipeline\\Pipeline.php",
            "line": 219,
            "function": "handle",
            "class": "Illuminate\\Http\\Middleware\\HandleCors",
            "type": "->"
        },
        {
